name,mass,year,reclat,reclong
Rwampara,2026-06-17,120,1.4054216,30.3451432
Rwampara,2026-06-17,38,1.4054216,30.3451432
Bunia,2026-06-17,6,1.5620529,30.2478844
Bunia,2026-06-17,90,1.5620529,30.2478844
Bunia,2026-06-17,203,1.5620529,30.2478844
Bunia,2026-06-17,0,1.5620529,30.2478844
Bunia,2026-06-17,23,1.5620529,30.2478844
Butembo,2026-06-17,1,0.1249694,29.2919545
Butembo,2026-06-17,1,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,1,-1.6665685,29.225652
Katwa,2026-06-17,1,0.0933492,29.3092446
Katwa,2026-06-17,1,0.0933492,29.3092446
Mongbalu,2026-06-17,13,2.0295097,21.1757928
Mongbalu,2026-06-17,309,2.0295097,21.1757928
Mongbalu,2026-06-17,176,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,77,2.0295097,21.1757928
Nyakunde,2026-06-17,4,1.534167,30.2478035
Nyakunde,2026-06-17,19,1.534167,30.2478035
Nyakunde,2026-06-17,133,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,5,1.534167,30.2478035
Rwampara,2026-06-17,25,1.4054216,30.3451432
Rwampara,2026-06-17,154,1.4054216,30.3451432
Rwampara,2026-06-17,335,1.4054216,30.3451432
Rwampara,2026-06-17,0,1.4054216,30.3451432
Rwampara,2026-06-17,43,1.4054216,30.3451432
Bambu,2026-06-17,1,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bambu,2026-06-17,128,-1.0826459,29.2271987
Bunia,2026-06-17,11,1.5620529,30.2478844
Bunia,2026-06-17,125,1.5620529,30.2478844
Bunia,2026-06-17,203,1.5620529,30.2478844
Bunia,2026-06-17,0,1.5620529,30.2478844
Bunia,2026-06-17,31,1.5620529,30.2478844
Butembo,2026-06-17,1,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Katwa,2026-06-17,1,0.0933492,29.3092446
Katwa,2026-06-17,13,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Mongbalu,2026-06-17,13,2.0295097,21.1757928
Mongbalu,2026-06-17,317,2.0295097,21.1757928
Mongbalu,2026-06-17,176,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,80,2.0295097,21.1757928
Nyakunde,2026-06-17,5,1.534167,30.2478035
Nyakunde,2026-06-17,28,1.534167,30.2478035
Nyakunde,2026-06-17,133,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,5,1.534167,30.2478035
Rwampara,2026-06-17,24,1.4054216,30.3451432
Rwampara,2026-06-17,179,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,0,1.4054216,30.3451432
Rwampara,2026-06-17,44,1.4054216,30.3451432
Bambu,2026-06-17,1,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bunia,2026-06-17,15,1.5620529,30.2478844
Bunia,2026-06-17,166,1.5620529,30.2478844
Bunia,2026-06-17,290,1.5620529,30.2478844
Goma,2026-06-17,1,-1.6665685,29.225652
Bunia,2026-06-17,1,1.5620529,30.2478844
Bunia,2026-06-17,34,1.5620529,30.2478844
Butembo,2026-06-17,2,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Katwa,2026-06-17,1,0.0933492,29.3092446
Katwa,2026-06-17,13,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,14,2.0295097,21.1757928
Mongbalu,2026-06-17,322,2.0295097,21.1757928
Mongbalu,2026-06-17,176,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,84,2.0295097,21.1757928
Nizi,2026-06-17,1,1.8026352,30.3780153
Nizi,2026-06-17,1,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nyakunde,2026-06-17,11,1.534167,30.2478035
Nyakunde,2026-06-17,38,1.534167,30.2478035
Nyakunde,2026-06-17,340,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,6,1.534167,30.2478035
Rwampara,2026-06-17,31,1.4054216,30.3451432
Rwampara,2026-06-17,193,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,1,1.4054216,30.3451432
Rwampara,2026-06-17,51,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,3,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Bambu,2026-06-17,1,-1.0826459,29.2271987
Bambu,2026-06-17,4,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bunia,2026-06-17,23,1.5620529,30.2478844
Bunia,2026-06-17,227,1.5620529,30.2478844
Bunia,2026-06-17,290,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,42,1.5620529,30.2478844
Butembo,2026-06-17,2,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,13,0.0933492,29.3092446
Mongbalu,2026-06-18,82,2.0295097,21.1757928
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,6,1.9815278,30.8687778
Kilo,2026-06-17,176,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,2,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,10,2.0295097,21.1757928
Mongbalu,2026-06-17,339,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,5,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,1,1.8026352,30.3780153
Nyakunde,2026-06-17,9,1.534167,30.2478035
Nyakunde,2026-06-17,45,1.534167,30.2478035
Nyakunde,2026-06-17,365,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,8,1.534167,30.2478035
Rwampara,2026-06-17,32,1.4054216,30.3451432
Rwampara,2026-06-17,221,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,63,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,4,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,6,-1.0826459,29.2271987
Bambu,2026-06-17,183,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bunia,2026-06-17,24,1.5620529,30.2478844
Bunia,2026-06-17,249,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,48,1.5620529,30.2478844
Butembo,2026-06-17,1,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Katwa,2026-06-17,4,0.0933492,29.3092446
Katwa,2026-06-17,13,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,6,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,2,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,19,2.0295097,21.1757928
Mongbalu,2026-06-17,339,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,6,1.8026352,30.3780153
Nizi,2026-06-17,22,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,2,1.8026352,30.3780153
Nyakunde,2026-06-17,9,1.534167,30.2478035
Nyakunde,2026-06-17,45,1.534167,30.2478035
Nyakunde,2026-06-17,365,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,8,1.534167,30.2478035
Rwampara,2026-06-17,32,1.4054216,30.3451432
Rwampara,2026-06-17,228,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,69,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,4,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bambu,2026-06-17,6,-1.0826459,29.2271987
Bambu,2026-06-17,183,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bunia,2026-06-17,24,1.5620529,30.2478844
Bunia,2026-06-17,249,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,48,1.5620529,30.2478844
Butembo,2026-06-17,3,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,22,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,28,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Kalunguta,2026-06-17,1,0.3230854,29.3546773
Karisimbi,2026-06-17,249,-1.6383768,29.1829662
Katwa,2026-06-17,4,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,99,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,8,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,2,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Kyondo,2026-06-17,16,0.0067002,29.3972482
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,19,2.0295097,21.1757928
Mongbalu,2026-06-17,339,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,6,1.8026352,30.3780153
Nizi,2026-06-17,22,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,2,1.8026352,30.3780153
Nyakunde,2026-06-17,9,1.534167,30.2478035
Nyakunde,2026-06-17,45,1.534167,30.2478035
Nyakunde,2026-06-17,365,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,11,1.534167,30.2478035
Oicha,2026-06-17,1,0.7633231,29.5842041
Rwampara,2026-06-17,32,1.4054216,30.3451432
Rwampara,2026-06-17,228,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,69,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,4,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,6,-1.0826459,29.2271987
Bambu,2026-06-17,183,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bunia,2026-06-17,24,1.5620529,30.2478844
Bunia,2026-06-17,270,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,55,1.5620529,30.2478844
Butembo,2026-06-17,3,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,22,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,28,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Kalunguta,2026-06-17,1,0.3230854,29.3546773
Kalunguta,2026-06-17,0,0.3230854,29.3546773
Karisimbi,2026-06-17,249,-1.6383768,29.1829662
Karisimbi,2026-06-17,0,-1.6383768,29.1829662
Katwa,2026-06-17,4,0.0933492,29.3092446
Katwa,2026-06-17,13,0.0933492,29.3092446
Katwa,2026-06-17,99,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,18,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Kyondo,2026-06-17,1,0.0067002,29.3972482
Kyondo,2026-06-17,16,0.0067002,29.3972482
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,19,2.0295097,21.1757928
Mongbalu,2026-06-17,364,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,9,1.8026352,30.3780153
Aru,2026-06-17,1,3.0321244,30.4840084
Nizi,2026-06-17,22,1.8026352,30.3780153
Nizi,2026-06-17,2,1.8026352,30.3780153
Nyakunde,2026-06-17,9,1.534167,30.2478035
Nyakunde,2026-06-17,66,1.534167,30.2478035
Nyakunde,2026-06-17,365,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,15,1.534167,30.2478035
Oicha,2026-06-17,1,0.7633231,29.5842041
Oicha,2026-06-17,0,0.7633231,29.5842041
Rwampara,2026-06-17,32,1.4054216,30.3451432
Rwampara,2026-06-17,240,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,75,1.4054216,30.3451432
Aru,2026-06-17,4,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,10,-1.0826459,29.2271987
Bambu,2026-06-17,183,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bunia,2026-06-17,36,1.5620529,30.2478844
Bunia,2026-06-17,279,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,55,1.5620529,30.2478844
Butembo,2026-06-17,3,0.1249694,29.2919545
Butembo,2026-06-17,10,0.1249694,29.2919545
Butembo,2026-06-17,22,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Damas,2026-06-17,0,2.1109909,30.1069811
Damas,2026-06-17,4,2.1109909,30.1069811
Damas,2026-06-17,2,2.1109909,30.1069811
Fataki,2026-06-17,0,1.9880627,30.5828702
Fataki,2026-06-17,1,1.9880627,30.5828702
Fataki,2026-06-17,1,1.9880627,30.5828702
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,28,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Kalunguta,2026-06-17,1,0.3230854,29.3546773
Kalunguta,2026-06-17,2,0.3230854,29.3546773
Kalunguta,2026-06-17,0,0.3230854,29.3546773
Karisimbi,2026-06-17,0,-1.6383768,29.1829662
Karisimbi,2026-06-17,5,-1.6383768,29.1829662
Karisimbi,2026-06-17,249,-1.6383768,29.1829662
Karisimbi,2026-06-17,0,-1.6383768,29.1829662
Katwa,2026-06-17,99,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,18,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Kyondo,2026-06-17,1,0.0067002,29.3972482
Kyondo,2026-06-17,3,0.0067002,29.3972482
Kyondo,2026-06-17,16,0.0067002,29.3972482
Kyondo,2026-06-17,0,0.0067002,29.3972482
Mambasa,2026-06-17,0,1.5353366,28.7584826
Mambasa,2026-06-17,5,1.5353366,28.7584826
Mongbalu,2026-06-18,57,2.0295097,21.1757928
Mambasa,2026-06-17,1,1.5353366,28.7584826
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,20,2.0295097,21.1757928
Mongbalu,2026-06-17,375,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,15,1.8026352,30.3780153
Nizi,2026-06-17,22,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,2,1.8026352,30.3780153
Nyakunde,2026-06-17,10,1.534167,30.2478035
Nyakunde,2026-06-17,70,1.534167,30.2478035
Nyakunde,2026-06-17,365,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,15,1.534167,30.2478035
Oicha,2026-06-17,1,0.7633231,29.5842041
Oicha,2026-06-17,8,0.7633231,29.5842041
Oicha,2026-06-17,0,0.7633231,29.5842041
Rimba,2026-06-17,0,2.2174444,30.6574722
Rimba,2026-06-17,14,2.2174444,30.6574722
Rimba,2026-06-17,4,2.2174444,30.6574722
Rwampara,2026-06-17,33,1.4054216,30.3451432
Rwampara,2026-06-17,240,1.4054216,30.3451432
Rwampara,2026-06-17,621,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,75,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,4,3.0321244,30.4840084
Aru,2026-06-17,0,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,6,-1.0826459,29.2271987
Bambu,2026-06-17,244,-1.0826459,29.2271987
Bambu,2026-06-17,0,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bunia,2026-06-17,37,1.5620529,30.2478844
Bunia,2026-06-17,249,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,2,1.5620529,30.2478844
Bunia,2026-06-17,48,1.5620529,30.2478844
Butembo,2026-06-17,5,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,28,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Butembo,2026-06-17,0,0.1249694,29.2919545
Damas,2026-06-17,0,2.1109909,30.1069811
Fataki,2026-06-17,0,1.9880627,30.5828702
Goma,2026-06-17,1,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,74,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Goma,2026-06-17,0,-1.6665685,29.225652
Kalunguta,2026-06-17,2,0.3230854,29.3546773
Kalunguta,2026-06-17,13,0.3230854,29.3546773
Kalunguta,2026-06-17,0,0.3230854,29.3546773
Karisimbi,2026-06-17,0,-1.6383768,29.1829662
Karisimbi,2026-06-17,181,-1.6383768,29.1829662
Karisimbi,2026-06-17,0,-1.6383768,29.1829662
Katwa,2026-06-17,4,0.0933492,29.3092446
Katwa,2026-06-17,111,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Katwa,2026-06-17,0,0.0933492,29.3092446
Kilo,2026-06-17,1,1.9815278,30.8687778
Kilo,2026-06-17,8,1.9815278,30.8687778
Kilo,2026-06-17,41,1.9815278,30.8687778
Kilo,2026-06-17,0,1.9815278,30.8687778
Kilo,2026-06-17,2,1.9815278,30.8687778
Komanda,2026-06-17,1,1.3663891,29.9594441
Kyondo,2026-06-17,16,0.0067002,29.3972482
Kyondo,2026-06-17,0,0.0067002,29.3972482
Mambasa,2026-06-17,0,1.5353366,28.7584826
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,1,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Miti-Murhesa,2026-06-17,0,-2.3334398,28.8361439
Mongbalu,2026-06-17,20,2.0295097,21.1757928
Mongbalu,2026-06-17,339,2.0295097,21.1757928
Mongbalu,2026-06-17,222,2.0295097,21.1757928
Mongbalu,2026-06-17,0,2.0295097,21.1757928
Mongbalu,2026-06-17,88,2.0295097,21.1757928
Nizi,2026-06-17,2,1.8026352,30.3780153
Nizi,2026-06-17,6,1.8026352,30.3780153
Nizi,2026-06-17,220,1.8026352,30.3780153
Nizi,2026-06-17,0,1.8026352,30.3780153
Nizi,2026-06-17,2,1.8026352,30.3780153
Nyakunde,2026-06-17,10,1.534167,30.2478035
Nyakunde,2026-06-17,45,1.534167,30.2478035
Nyakunde,2026-06-17,397,1.534167,30.2478035
Nyakunde,2026-06-17,0,1.534167,30.2478035
Nyakunde,2026-06-17,11,1.534167,30.2478035
Oicha,2026-06-17,2,0.7633231,29.5842041
Oicha,2026-06-17,0,0.7633231,29.5842041
Oicha,2026-06-17,0,0.7633231,29.5842041
Rimba,2026-06-17,0,2.2174444,30.6574722
Rwampara,2026-06-17,33,1.4054216,30.3451432
Rwampara,2026-06-17,228,1.4054216,30.3451432
Rwampara,2026-06-17,697,1.4054216,30.3451432
Rwampara,2026-06-17,2,1.4054216,30.3451432
Rwampara,2026-06-17,69,1.4054216,30.3451432
Aru,2026-06-17,1,3.0321244,30.4840084
Aru,2026-06-17,1,3.0321244,30.4840084
Aungba,2026-06-17,1,2.5614733,30.5037489
Aungba,2026-06-17,0,2.5614733,30.5037489
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bambu,2026-06-17,14,-1.0826459,29.2271987
Bambu,2026-06-17,244,-1.0826459,29.2271987
Bambu,2026-06-17,2,-1.0826459,29.2271987
Bambu,2026-06-17,3,-1.0826459,29.2271987
Beni,2026-06-17,2,0.3974023,29.2117178
Beni,2026-06-17,0,0.3974023,29.2117178
Bunia,2026-06-17,80,1.5620529,30.2478844
Bunia,2026-06-17,268,1.5620529,30.2478844
Bunia,2026-06-17,404,1.5620529,30.2478844
Bunia,2026-06-17,8,1.5620529,30.2478844
Bunia,2026-06-17,57,1.5620529,30.2478844
Butembo,2026-06-17,5,0.1249694,29.2919545
Butembo,2026-06-17,7,0.1249694,29.2919545
Butembo,2026-06-17,28,0.1249694,29.2919545
